DistinguishedName,Enabled,GivenName,Name,ObjectClass,ObjectGUID,SamAccountName,SID,Surname,UserPrincipalName
"CN=Cary Baez,OU=Alsid,DC=alsid,DC=corp",TRUE,Cary,Cary Baez,user,d23332d2-df6e-43f2-8213-be3ec9bd78af,cary.baez,S-1-5-21-3286942722-1835917726-286516016-1550,Baez,cary.baez@ad.vulndomain.corp
"CN=Houston Brock,OU=Alsid,DC=alsid,DC=corp",TRUE,Houston,Houston Brock,user,bfdb3716-7681-46dd-b262-04076f0deb52,houston.brock,S-1-5-21-3286942722-1835917726-286516016-1551,Brock,houston.brock@ad.vulndomain.corp
"CN=Charley Baldwin,OU=Alsid,DC=alsid,DC=corp",TRUE,Charley,Charley Baldwin,user,99b33d82-ac6d-43c1-8da5-936425836755,charley.baldwin,S-1-5-21-3286942722-1835917726-286516016-1552,Baldwin,charley.baldwin@ad.vulndomain.corp
"CN=Leroy Cass,OU=Alsid,DC=alsid,DC=corp",TRUE,Leroy,Leroy Cass,user,25330744-17be-4808-b2ba-deeff1578809,leroy.cass,S-1-5-21-3286942722-1835917726-286516016-1553,Cass,leroy.cass@ad.vulndomain.corp
"CN=Justin Cambell,OU=Alsid,DC=alsid,DC=corp",TRUE,Justin,Justin Cambell,user,b593c9b2-d7da-4953-b172-62f17e72622c,justin.cambell,S-1-5-21-3286942722-1835917726-286516016-1554,Cambell,justin.cambell@ad.vulndomain.corp
"CN=Kurtis Carmichael,OU=Alsid,DC=alsid,DC=corp",TRUE,Kurtis,Kurtis Carmichael,user,2fe8bb7f-7b46-4c57-ac95-9c742114c628,kurtis.carmichael,S-1-5-21-3286942722-1835917726-286516016-1555,Carmichael,kurtis.carmichael@ad.vulndomain.corp
"CN=Jerrold Burroughs,OU=Alsid,DC=alsid,DC=corp",TRUE,Jerrold,Jerrold Burroughs,user,ef8b6a1d-c7d8-4deb-bb9d-a4cb04eaf772,jerrold.burroughs,S-1-5-21-3286942722-1835917726-286516016-1556,Burroughs,jerrold.burroughs@ad.vulndomain.corp
"CN=Ashley Ambrose,OU=Alsid,DC=alsid,DC=corp",TRUE,Ashley,Ashley Ambrose,user,821abd29-48a7-4657-b1d0-4357923ad79a,ashley.ambrose,S-1-5-21-3286942722-1835917726-286516016-1557,Ambrose,ashley.ambrose@ad.vulndomain.corp
"CN=Jaime Buffington,OU=Alsid,DC=alsid,DC=corp",TRUE,Jaime,Jaime Buffington,user,c72ab57b-9c1b-499e-a741-3854de9d8512,jaime.buffington,S-1-5-21-3286942722-1835917726-286516016-1558,Buffington,jaime.buffington@ad.vulndomain.corp
"CN=Donnell Benner,OU=Alsid,DC=alsid,DC=corp",TRUE,Donnell,Donnell Benner,user,402faf75-aedd-46ab-8bea-056b4b37a1c1,donnell.benner,S-1-5-21-3286942722-1835917726-286516016-1559,Benner,donnell.benner@ad.vulndomain.corp
"CN=Herman Brill,OU=Alsid,DC=alsid,DC=corp",TRUE,Herman,Herman Brill,user,98c6419e-68f9-4bbf-b540-5f8c95d38921,herman.brill,S-1-5-21-3286942722-1835917726-286516016-1560,Brill,herman.brill@ad.vulndomain.corp
"CN=Brad Arnold,OU=Alsid,DC=alsid,DC=corp",TRUE,Brad,Brad Arnold,user,09284e48-7a18-4f95-817e-029bf9b2942d,brad.arnold,S-1-5-21-3286942722-1835917726-286516016-1561,Arnold,brad.arnold@ad.vulndomain.corp
"CN=Ennio Morricone,OU=Alsid,DC=alsid,DC=corp",TRUE,Ennio,Ennio Morricone,user,8b2b8ea1-e70e-4dab-821d-9adb98fa7d52,ennio.morricone,S-1-5-21-3286942722-1835917726-286516016-1562,Morricone,ennio.morricone@ad.vulndomain.corp
"CN=Andrea Alcala,OU=Alsid,DC=alsid,DC=corp",TRUE,Andrea,Andrea Alcala,user,43b44d4b-3399-460d-a125-8ff7558f28dd,andrea.alcala,S-1-5-21-3286942722-1835917726-286516016-1563,Alcala,andrea.alcala@ad.vulndomain.corp
"CN=Eliseo Binder,OU=Alsid,DC=alsid,DC=corp",TRUE,Eliseo,Eliseo Binder,user,67f101f4-adcd-4b95-b782-5ef0469f8d56,eliseo.binder,S-1-5-21-3286942722-1835917726-286516016-1564,Binder,eliseo.binder@ad.vulndomain.corp
"CN=Elroy Bivins,OU=Alsid,DC=alsid,DC=corp",TRUE,Elroy,Elroy Bivins,user,53663d9f-0fc5-4ce0-a004-b4746376ea63,elroy.bivins,S-1-5-21-3286942722-1835917726-286516016-1565,Bivins,elroy.bivins@ad.vulndomain.corp
"CN=Jefferson Burkett,OU=Alsid,DC=alsid,DC=corp",TRUE,Jefferson,Jefferson Burkett,user,3e8801a8-b7a4-48a9-8e0f-d65782edde34,jefferson.burkett,S-1-5-21-3286942722-1835917726-286516016-1566,Burkett,jefferson.burkett@ad.vulndomain.corp
"CN=Duane Berlin,OU=Alsid,DC=alsid,DC=corp",TRUE,Duane,Duane Berlin,user,727da439-8a4a-4be3-a2d4-f59043b6b630,duane.berlin,S-1-5-21-3286942722-1835917726-286516016-1567,Berlin,duane.berlin@ad.vulndomain.corp
"CN=Malik Chase,OU=Alsid,DC=alsid,DC=corp",TRUE,Malik,Malik Chase,user,3095a84d-26c2-4de6-9ae7-1d4c7cae4537,malik.chase,S-1-5-21-3286942722-1835917726-286516016-1568,Chase,malik.chase@ad.vulndomain.corp
"CN=Abdul Abbott,OU=Alsid,DC=alsid,DC=corp",TRUE,Abdul,Abdul Abbott,user,6ea53e6b-a702-4f9e-9819-609dbbc6b149,abdul.abbott,S-1-5-21-3286942722-1835917726-286516016-1569,Abbott,abdul.abbott@ad.vulndomain.corp
"CN=Dante Bautista,OU=Alsid,DC=alsid,DC=corp",TRUE,Dante,Dante Bautista,user,120aa9ba-7263-4455-8b52-f338d4377727,dante.bautista,S-1-5-21-3286942722-1835917726-286516016-1570,Bautista,dante.bautista@ad.vulndomain.corp
"CN=Frederic Boren,OU=Alsid,DC=alsid,DC=corp",TRUE,Frederic,Frederic Boren,user,98884759-939d-47e9-accc-1718fe2b2946,frederic.boren,S-1-5-21-3286942722-1835917726-286516016-1571,Boren,frederic.boren@ad.vulndomain.corp
"CN=Chase Ball,OU=Alsid,DC=alsid,DC=corp",TRUE,Chase,Chase Ball,user,85ae6369-276e-491f-9573-77f47c3add14,chase.ball,S-1-5-21-3286942722-1835917726-286516016-1572,Ball,chase.ball@ad.vulndomain.corp
"CN=Joe Butterfield,OU=Alsid,DC=alsid,DC=corp",TRUE,Joe,Joe Butterfield,user,af226684-110e-44bc-858d-769c1772bdcc,joe.butterfield,S-1-5-21-3286942722-1835917726-286516016-1573,Butterfield,joe.butterfield@ad.vulndomain.corp
"CN=Arnoldo Altman,OU=Alsid,DC=alsid,DC=corp",TRUE,Arnoldo,Arnoldo Altman,user,02becbd1-8e04-4e6e-9e8a-b02297381e9f,arnoldo.altman,S-1-5-21-3286942722-1835917726-286516016-1574,Altman,arnoldo.altman@ad.vulndomain.corp
"CN=Fermin Boles,OU=Alsid,DC=alsid,DC=corp",TRUE,Fermin,Fermin Boles,user,13cb4213-9d61-42ef-9219-9d440ea3f020,fermin.boles,S-1-5-21-3286942722-1835917726-286516016-1575,Boles,fermin.boles@ad.vulndomain.corp
"CN=Demarcus Becerra,OU=Alsid,DC=alsid,DC=corp",TRUE,Demarcus,Demarcus Becerra,user,d151f938-b619-48dd-a814-c885b14bcc20,demarcus.becerra,S-1-5-21-3286942722-1835917726-286516016-1576,Becerra,demarcus.becerra@ad.vulndomain.corp
"CN=Dominick Bender,OU=Alsid,DC=alsid,DC=corp",TRUE,Dominick,Dominick Bender,user,e8cdd20d-9b53-4ed0-b660-bc6a3c0824c3,dominick.bender,S-1-5-21-3286942722-1835917726-286516016-1577,Bender,dominick.bender@ad.vulndomain.corp
"CN=Gino Boyle,OU=Alsid,DC=alsid,DC=corp",TRUE,Gino,Gino Boyle,user,0beb25bb-44a3-467c-a07c-023f9eefef27,gino.boyle,S-1-5-21-3286942722-1835917726-286516016-1578,Boyle,gino.boyle@ad.vulndomain.corp
"CN=Alfonso Aguilar,OU=Alsid,DC=alsid,DC=corp",TRUE,Alfonso,Alfonso Aguilar,user,9a0e73d0-af7a-49c3-a140-39c99b2e5e1e,alfonso.aguilar,S-1-5-21-3286942722-1835917726-286516016-1579,Aguilar,alfonso.aguilar@ad.vulndomain.corp
"CN=Marcelino Chavez,OU=Alsid,DC=alsid,DC=corp",TRUE,Marcelino,Marcelino Chavez,user,22568e2b-261d-4c96-9240-5e884aa8dcdc,marcelino.chavez,S-1-5-21-3286942722-1835917726-286516016-1580,Chavez,marcelino.chavez@ad.vulndomain.corp
"CN=Howard Brockman,OU=Alsid,DC=alsid,DC=corp",TRUE,Howard,Howard Brockman,user,745c6d26-52c4-4c36-8301-85286611187d,howard.brockman,S-1-5-21-3286942722-1835917726-286516016-1581,Brockman,howard.brockman@ad.vulndomain.corp
"CN=Errol Blocker,OU=Alsid,DC=alsid,DC=corp",TRUE,Errol,Errol Blocker,user,c8aaaa33-6f6e-4a7b-852b-c958650c7de9,errol.blocker,S-1-5-21-3286942722-1835917726-286516016-1582,Blocker,errol.blocker@ad.vulndomain.corp
"CN=Bennie Antonio,OU=Alsid,DC=alsid,DC=corp",TRUE,Bennie,Bennie Antonio,user,874be9e2-90b1-40c2-93a4-b334c6970165,bennie.antonio,S-1-5-21-3286942722-1835917726-286516016-1583,Antonio,bennie.antonio@ad.vulndomain.corp
"CN=Eli Billiot,OU=Alsid,DC=alsid,DC=corp",TRUE,Eli,Eli Billiot,user,bf30c69e-2b3f-4b77-ac8c-8a37d6be8a10,eli.billiot,S-1-5-21-3286942722-1835917726-286516016-1584,Billiot,eli.billiot@ad.vulndomain.corp
"CN=Devin Beers,OU=Alsid,DC=alsid,DC=corp",TRUE,Devin,Devin Beers,user,14ff05cf-8655-4cc2-82cf-b724f1f4bd92,devin.beers,S-1-5-21-3286942722-1835917726-286516016-1585,Beers,devin.beers@ad.vulndomain.corp
"CN=Tyler Durden,OU=Alsid,DC=alsid,DC=corp",TRUE,Tyler,Tyler Durden,user,de22f439-f496-4b37-8558-215c7533a47f,tyler.durden,S-1-5-21-3286942722-1835917726-286516016-1586,Durden,tyler.durden@ad.vulndomain.corp
"CN=Les Cassidy,OU=Alsid,DC=alsid,DC=corp",TRUE,Les,Les Cassidy,user,9ec3dd41-e070-4609-a62c-c1201c37f65b,les.cassidy,S-1-5-21-3286942722-1835917726-286516016-1587,Cassidy,les.cassidy@ad.vulndomain.corp
"CN=Christian Banuelos,OU=Alsid,DC=alsid,DC=corp",TRUE,Christian,Christian Banuelos,user,7d104f3a-89bb-4bc0-886e-1974b8828c42,christian.banuelos,S-1-5-21-3286942722-1835917726-286516016-1588,Banuelos,christian.banuelos@ad.vulndomain.corp
"CN=Lazaro Carson,OU=Alsid,DC=alsid,DC=corp",TRUE,Lazaro,Lazaro Carson,user,90643344-c102-45a4-bfe0-73765e6b4af8,lazaro.carson,S-1-5-21-3286942722-1835917726-286516016-1589,Carson,lazaro.carson@ad.vulndomain.corp
"CN=Esteban Blount,OU=Alsid,DC=alsid,DC=corp",TRUE,Esteban,Esteban Blount,user,52288dac-a0cd-4c39-93e9-fc2083904e24,esteban.blount,S-1-5-21-3286942722-1835917726-286516016-1590,Blount,esteban.blount@ad.vulndomain.corp
"CN=Brent Ash,OU=Alsid,DC=alsid,DC=corp",TRUE,Brent,Brent Ash,user,e61c339c-5dff-4cd7-8d14-afbefb67ea6a,brent.ash,S-1-5-21-3286942722-1835917726-286516016-1591,Ash,brent.ash@ad.vulndomain.corp
"CN=Anibal Alfaro,OU=Alsid,DC=alsid,DC=corp",TRUE,Anibal,Anibal Alfaro,user,32c9a90d-ea97-42b3-ae4e-cec2e985bab1,anibal.alfaro,S-1-5-21-3286942722-1835917726-286516016-1592,Alfaro,anibal.alfaro@ad.vulndomain.corp
"CN=Andre Albright,OU=Alsid,DC=alsid,DC=corp",TRUE,Andre,Andre Albright,user,c56d7969-3c45-4fcf-9c97-06192ede5c1c,andre.albright,S-1-5-21-3286942722-1835917726-286516016-1593,Albright,andre.albright@ad.vulndomain.corp
"CN=Lesley Castaneda,OU=Alsid,DC=alsid,DC=corp",TRUE,Lesley,Lesley Castaneda,user,ae7df8f2-973c-4947-978a-0b634d049c9b,lesley.castaneda,S-1-5-21-3286942722-1835917726-286516016-1594,Castaneda,lesley.castaneda@ad.vulndomain.corp
"CN=Devon Begay,OU=Alsid,DC=alsid,DC=corp",TRUE,Devon,Devon Begay,user,2579158d-f9c6-4ee8-9333-9ea00d4aacf1,devon.begay,S-1-5-21-3286942722-1835917726-286516016-1595,Begay,devon.begay@ad.vulndomain.corp
"CN=Isaias Bruner,OU=Alsid,DC=alsid,DC=corp",TRUE,Isaias,Isaias Bruner,user,7e8f8936-bd34-4ee3-85b3-af13ae350645,isaias.bruner,S-1-5-21-3286942722-1835917726-286516016-1596,Bruner,isaias.bruner@ad.vulndomain.corp
"CN=Freddy Krueger,OU=Alsid,DC=alsid,DC=corp",TRUE,Freddy,Freddy Krueger,user,9deea98e-eef9-48f7-96d0-471ec93c5df5,freddy.krueger,S-1-5-21-3286942722-1835917726-286516016-1597,Krueger,freddy.krueger@ad.vulndomain.corp
"CN=Marcus Cheney,OU=Alsid,DC=alsid,DC=corp",TRUE,Marcus,Marcus Cheney,user,f6f6c45b-1462-4766-ab6c-edf87f488762,marcus.cheney,S-1-5-21-3286942722-1835917726-286516016-1598,Cheney,marcus.cheney@ad.vulndomain.corp
"CN=Adrian Ackerman,OU=Alsid,DC=alsid,DC=corp",TRUE,Adrian,Adrian Ackerman,user,b8b6b3f2-a834-4366-95c5-2e6ab6d335aa,adrian.ackerman,S-1-5-21-3286942722-1835917726-286516016-1599,Ackerman,adrian.ackerman@ad.vulndomain.corp
"CN=Deshawn Beebe,OU=Alsid,DC=alsid,DC=corp",TRUE,Deshawn,Deshawn Beebe,user,b2b8ee21-a5d8-4549-803a-07e8b5ac1ecb,deshawn.beebe,S-1-5-21-3286942722-1835917726-286516016-1600,Beebe,deshawn.beebe@ad.vulndomain.corp
"CN=Deandre Beaty,OU=Alsid,DC=alsid,DC=corp",TRUE,Deandre,Deandre Beaty,user,6acd39bf-87e9-403b-ac48-66f04d8adc91,deandre.beaty,S-1-5-21-3286942722-1835917726-286516016-1601,Beaty,deandre.beaty@ad.vulndomain.corp
"CN=Sergio Leone,OU=Alsid,DC=alsid,DC=corp",TRUE,Sergio,Sergio Leone,user,0489b581-e13c-4baa-a505-fcb11e1d1021,sergio.leone,S-1-5-21-3286942722-1835917726-286516016-1602,Leone,sergio.leone@ad.vulndomain.corp
"CN=Benny Apodaca,OU=Alsid,DC=alsid,DC=corp",TRUE,Benny,Benny Apodaca,user,b595b4eb-c5ad-4192-b06e-17712b8e056b,benny.apodaca,S-1-5-21-3286942722-1835917726-286516016-1603,Apodaca,benny.apodaca@ad.vulndomain.corp
"CN=Herb Bridges,OU=Alsid,DC=alsid,DC=corp",TRUE,Herb,Herb Bridges,user,4fadd71f-351e-4e7b-a02b-75956994e5bf,herb.bridges,S-1-5-21-3286942722-1835917726-286516016-1604,Bridges,herb.bridges@ad.vulndomain.corp
"CN=Brain Arroyo,OU=Alsid,DC=alsid,DC=corp",TRUE,Brain,Brain Arroyo,user,71a72358-2b60-4836-97d9-ae0faef515c3,brain.arroyo,S-1-5-21-3286942722-1835917726-286516016-1605,Arroyo,brain.arroyo@ad.vulndomain.corp
"CN=Eugenio Blunt,OU=Alsid,DC=alsid,DC=corp",TRUE,Eugenio,Eugenio Blunt,user,d547a162-7f80-4b2a-b624-4d11b49b2b08,eugenio.blunt,S-1-5-21-3286942722-1835917726-286516016-1606,Blunt,eugenio.blunt@ad.vulndomain.corp
"CN=Ambrose Albert,OU=Alsid,DC=alsid,DC=corp",TRUE,Ambrose,Ambrose Albert,user,525ab278-fc3c-4ab2-b5d6-76c86287ebc1,ambrose.albert,S-1-5-21-3286942722-1835917726-286516016-1607,Albert,ambrose.albert@ad.vulndomain.corp
"CN=Edward Scissorhands,OU=Alsid,DC=alsid,DC=corp",TRUE,Edward,Edward Scissorhands,user,c3c34c92-9875-476a-8e05-74e04851e55a,edward.scissorhands,S-1-5-21-3286942722-1835917726-286516016-1608,Scissorhands,edward.scissorhands@ad.vulndomain.corp
"CN=Clarence Barbosa,OU=Alsid,DC=alsid,DC=corp",TRUE,Clarence,Clarence Barbosa,user,64575de6-f1de-4909-a4d7-bceb57bcafaf,clarence.barbosa,S-1-5-21-3286942722-1835917726-286516016-1609,Barbosa,clarence.barbosa@ad.vulndomain.corp
"CN=Graham Bradley,OU=Alsid,DC=alsid,DC=corp",TRUE,Graham,Graham Bradley,user,c10b1982-59bf-478a-9913-9180d891eb6e,graham.bradley,S-1-5-21-3286942722-1835917726-286516016-1610,Bradley,graham.bradley@ad.vulndomain.corp
"CN=Edwardo Beyer,OU=Alsid,DC=alsid,DC=corp",TRUE,Edwardo,Edwardo Beyer,user,626f269d-d9a8-4574-8af7-0d24f0d3f61f,edwardo.beyer,S-1-5-21-3286942722-1835917726-286516016-1611,Beyer,edwardo.beyer@ad.vulndomain.corp
"CN=Cedrick Bailey,OU=Alsid,DC=alsid,DC=corp",TRUE,Cedrick,Cedrick Bailey,user,abcbbc0a-4468-40c3-b41d-74e924786ada,cedrick.bailey,S-1-5-21-3286942722-1835917726-286516016-1612,Bailey,cedrick.bailey@ad.vulndomain.corp
"CN=Stanley Kowalski,OU=Alsid,DC=alsid,DC=corp",TRUE,Stanley,Stanley Kowalski,user,baea0523-dd02-450b-ba17-b7cc612494e4,stanley.kowalski,S-1-5-21-3286942722-1835917726-286516016-1613,Kowalski,stanley.kowalski@ad.vulndomain.corp
"CN=Dewey Behrens,OU=Alsid,DC=alsid,DC=corp",TRUE,Dewey,Dewey Behrens,user,e9a8286f-22cc-475a-9e23-68a47b4f2cd1,dewey.behrens,S-1-5-21-3286942722-1835917726-286516016-1614,Behrens,dewey.behrens@ad.vulndomain.corp
"CN=Loyd Cervantes,OU=Alsid,DC=alsid,DC=corp",TRUE,Loyd,Loyd Cervantes,user,05d78273-3197-40c4-8b96-00f21c9b6183,loyd.cervantes,S-1-5-21-3286942722-1835917726-286516016-1615,Cervantes,loyd.cervantes@ad.vulndomain.corp
"CN=Benedict Anglin,OU=Alsid,DC=alsid,DC=corp",TRUE,Benedict,Benedict Anglin,user,571ba1ca-b777-4c50-89b0-2d213610bd32,benedict.anglin,S-1-5-21-3286942722-1835917726-286516016-1616,Anglin,benedict.anglin@ad.vulndomain.corp
"CN=Edwin Bible,OU=Alsid,DC=alsid,DC=corp",TRUE,Edwin,Edwin Bible,user,573a15e1-81f4-453b-be35-0819d0be8be8,edwin.bible,S-1-5-21-3286942722-1835917726-286516016-1617,Bible,edwin.bible@ad.vulndomain.corp
"CN=Norman Bates,OU=Alsid,DC=alsid,DC=corp",TRUE,Norman,Norman Bates,user,b3fcb534-d0a9-4d83-983d-1997b2438004,norman.bates,S-1-5-21-3286942722-1835917726-286516016-1618,Bates,norman.bates@ad.vulndomain.corp
"CN=Keenan Campos,OU=Alsid,DC=alsid,DC=corp",TRUE,Keenan,Keenan Campos,user,d2438258-09f1-4d44-a79d-1355964db380,keenan.campos,S-1-5-21-3286942722-1835917726-286516016-1619,Campos,keenan.campos@ad.vulndomain.corp
"CN=Garfield Boucher,OU=Alsid,DC=alsid,DC=corp",TRUE,Garfield,Garfield Boucher,user,678f0221-4ef5-4820-ba3b-4f81cff6166f,garfield.boucher,S-1-5-21-3286942722-1835917726-286516016-1620,Boucher,garfield.boucher@ad.vulndomain.corp
"CN=Jamey Bunch,OU=Alsid,DC=alsid,DC=corp",TRUE,Jamey,Jamey Bunch,user,f43e28e1-d65c-4e76-a4c5-ba9c453115ae,jamey.bunch,S-1-5-21-3286942722-1835917726-286516016-1621,Bunch,jamey.bunch@ad.vulndomain.corp
"CN=Alonso Aiken,OU=Alsid,DC=alsid,DC=corp",TRUE,Alonso,Alonso Aiken,user,5dca05df-9794-4a80-a1da-deaeee2cbc7c,alonso.aiken,S-1-5-21-3286942722-1835917726-286516016-1622,Aiken,alonso.aiken@ad.vulndomain.corp
"CN=Anderson Albrecht,OU=Alsid,DC=alsid,DC=corp",TRUE,Anderson,Anderson Albrecht,user,2a36d9b1-59d7-4638-b6e0-ed68e5012ea8,anderson.albrecht,S-1-5-21-3286942722-1835917726-286516016-1623,Albrecht,anderson.albrecht@ad.vulndomain.corp
"CN=Landon Caron,OU=Alsid,DC=alsid,DC=corp",TRUE,Landon,Landon Caron,user,572184e0-194d-4f32-956b-fdf638ebc272,landon.caron,S-1-5-21-3286942722-1835917726-286516016-1624,Caron,landon.caron@ad.vulndomain.corp
"CN=Clement Barham,OU=Alsid,DC=alsid,DC=corp",TRUE,Clement,Clement Barham,user,732d4710-51ed-41be-97d4-187ab9b2bc9a,clement.barham,S-1-5-21-3286942722-1835917726-286516016-1625,Barham,clement.barham@ad.vulndomain.corp
"CN=Hipolito Briones,OU=Alsid,DC=alsid,DC=corp",TRUE,Hipolito,Hipolito Briones,user,871027fb-a794-41dd-843d-dcf2553da71e,hipolito.briones,S-1-5-21-3286942722-1835917726-286516016-1626,Briones,hipolito.briones@ad.vulndomain.corp
"CN=Rick Deckard,OU=Alsid,DC=alsid,DC=corp",TRUE,Rick,Rick Deckard,user,244f204a-9f39-427b-8d30-c7f653765bf4,rick.deckard,S-1-5-21-3286942722-1835917726-286516016-1627,Deckard,rick.deckard@ad.vulndomain.corp
"CN=Amos Albertson,OU=Alsid,DC=alsid,DC=corp",TRUE,Amos,Amos Albertson,user,8062294f-9ccb-4d02-a7d4-ab5eae393077,amos.albertson,S-1-5-21-3286942722-1835917726-286516016-1628,Albertson,amos.albertson@ad.vulndomain.corp
"CN=Antonio Allen,OU=Alsid,DC=alsid,DC=corp",TRUE,Antonio,Antonio Allen,user,0a09963f-10a7-4e91-b2f7-707d89fc28f4,antonio.allen,S-1-5-21-3286942722-1835917726-286516016-1629,Allen,antonio.allen@ad.vulndomain.corp
"CN=Josh Calderon,OU=Alsid,DC=alsid,DC=corp",TRUE,Josh,Josh Calderon,user,9905ed95-7c23-4e73-a8a3-f24a9ea01153,josh.calderon,S-1-5-21-3286942722-1835917726-286516016-1630,Calderon,josh.calderon@ad.vulndomain.corp
"CN=Damian Battaglia,OU=Alsid,DC=alsid,DC=corp",TRUE,Damian,Damian Battaglia,user,cd8800b6-7426-4508-8d3e-f20e04e8121f,damian.battaglia,S-1-5-21-3286942722-1835917726-286516016-1631,Battaglia,damian.battaglia@ad.vulndomain.corp
"CN=Bryan Atchison,OU=Alsid,DC=alsid,DC=corp",TRUE,Bryan,Bryan Atchison,user,ea4abe91-150e-4252-b6e4-3d03cad7375d,bryan.atchison,S-1-5-21-3286942722-1835917726-286516016-1632,Atchison,bryan.atchison@ad.vulndomain.corp
"CN=Julian Calvert,OU=Alsid,DC=alsid,DC=corp",TRUE,Julian,Julian Calvert,user,60b955c7-a7ae-4647-9701-caa8a70f6d21,julian.calvert,S-1-5-21-3286942722-1835917726-286516016-1633,Calvert,julian.calvert@ad.vulndomain.corp
"CN=Jack Skellington,OU=Alsid,DC=alsid,DC=corp",TRUE,Jack,Jack Skellington,user,83586a7f-407a-41b4-a329-66e0d0da56a6,jack.skellington,S-1-5-21-3286942722-1835917726-286516016-1634,Skellington,jack.skellington@ad.vulndomain.corp
"CN=Hermione Granger,OU=Alsid,DC=alsid,DC=corp",TRUE,Hermione,Hermione Granger,user,848e2068-3430-4cab-b4f7-469718d3b71a,hermione.granger,S-1-5-21-3286942722-1835917726-286516016-1635,Granger,hermione.granger@ad.vulndomain.corp
"CN=Damon Battles,OU=Alsid,DC=alsid,DC=corp",TRUE,Damon,Damon Battles,user,b7e0ddc4-d957-45c8-9f9b-52217402260b,damon.battles,S-1-5-21-3286942722-1835917726-286516016-1636,Battles,damon.battles@ad.vulndomain.corp
"CN=Granville Bragg,OU=Alsid,DC=alsid,DC=corp",TRUE,Granville,Granville Bragg,user,9d209dc9-2c2c-4709-a530-51d95df493f6,granville.bragg,S-1-5-21-3286942722-1835917726-286516016-1637,Bragg,granville.bragg@ad.vulndomain.corp
"CN=Cornell Bartels,OU=Alsid,DC=alsid,DC=corp",TRUE,Cornell,Cornell Bartels,user,361d0d0e-4ebd-4c64-874f-b587667bed2e,cornell.bartels,S-1-5-21-3286942722-1835917726-286516016-1638,Bartels,cornell.bartels@ad.vulndomain.corp
"CN=Lawrence Carroll,OU=Alsid,DC=alsid,DC=corp",TRUE,Lawrence,Lawrence Carroll,user,75303c5c-5ab2-49f0-9d43-7c0a5530410e,lawrence.carroll,S-1-5-21-3286942722-1835917726-286516016-1639,Carroll,lawrence.carroll@ad.vulndomain.corp
"CN=Courtney Bartlett,OU=Alsid,DC=alsid,DC=corp",TRUE,Courtney,Courtney Bartlett,user,40d48d0b-47a7-46f6-95d8-f5a86e512d5d,courtney.bartlett,S-1-5-21-3286942722-1835917726-286516016-1640,Bartlett,courtney.bartlett@ad.vulndomain.corp
"CN=Marion Chestnut,OU=Alsid,DC=alsid,DC=corp",TRUE,Marion,Marion Chestnut,user,9ba5bab6-f000-41cd-b964-5c9dba257876,marion.chestnut,S-1-5-21-3286942722-1835917726-286516016-1641,Chestnut,marion.chestnut@ad.vulndomain.corp
"CN=Hugh Brooks,OU=Alsid,DC=alsid,DC=corp",TRUE,Hugh,Hugh Brooks,user,541fcc7b-08fc-48f5-82ad-ae5cdbf4911a,hugh.brooks,S-1-5-21-3286942722-1835917726-286516016-1642,Brooks,hugh.brooks@ad.vulndomain.corp
"CN=Aldo Addison,OU=Alsid,DC=alsid,DC=corp",TRUE,Aldo,Aldo Addison,user,8bd9a4e4-3711-48bc-9913-ebde06f0df5c,aldo.addison,S-1-5-21-3286942722-1835917726-286516016-1643,Addison,aldo.addison@ad.vulndomain.corp
"CN=Clair Barber,OU=Alsid,DC=alsid,DC=corp",TRUE,Clair,Clair Barber,user,95f2ff91-a8ec-4e8b-a0ef-3aec1cc0d960,clair.barber,S-1-5-21-3286942722-1835917726-286516016-1644,Barber,clair.barber@ad.vulndomain.corp
"CN=Kent Capps,OU=Alsid,DC=alsid,DC=corp",TRUE,Kent,Kent Capps,user,abbab8db-390f-48da-b39c-c9e8f91cc0ea,kent.capps,S-1-5-21-3286942722-1835917726-286516016-1645,Capps,kent.capps@ad.vulndomain.corp
"CN=Ivan Bryant,OU=Alsid,DC=alsid,DC=corp",TRUE,Ivan,Ivan Bryant,user,374ad54b-cca3-476a-a16a-52f6f98cf81e,ivan.bryant,S-1-5-21-3286942722-1835917726-286516016-1646,Bryant,ivan.bryant@ad.vulndomain.corp
"CN=Francisco Boone,OU=Alsid,DC=alsid,DC=corp",TRUE,Francisco,Francisco Boone,user,fd020d38-395e-4e23-a541-19cc717bb3ae,francisco.boone,S-1-5-21-3286942722-1835917726-286516016-1647,Boone,francisco.boone@ad.vulndomain.corp
"CN=Kelly Canales,OU=Alsid,DC=alsid,DC=corp",TRUE,Kelly,Kelly Canales,user,2b61b834-000b-46c7-b196-52c1ccd233ba,kelly.canales,S-1-5-21-3286942722-1835917726-286516016-1648,Canales,kelly.canales@ad.vulndomain.corp
"CN=Mike Stuntman,OU=Alsid,DC=alsid,DC=corp",TRUE,Mike,Mike Stuntman,user,388c0763-ce8c-4f28-843d-0005804f2325,mike.stuntman,S-1-5-21-3286942722-1835917726-286516016-1649,Stuntman,mike.stuntman@ad.vulndomain.corp
"CN=Eloy Bivens,OU=Alsid,DC=alsid,DC=corp",TRUE,Eloy,Eloy Bivens,user,20dbc5d4-f0f9-4516-a5f3-169d0eb518cb,eloy.bivens,S-1-5-21-3286942722-1835917726-286516016-1650,Bivens,eloy.bivens@ad.vulndomain.corp
